,Unnamed: 0,Review,giai_tri,luu_tru,nha_hang,an_uong,di_chuyen,mua_sam,label,clean_review
186,186,"Nhà hàng toát lên vẻ đẹp mộc mạc của châu Âu, đặc biệt là trong những tháng lạnh hơn. Thức ăn được lấy cảm hứng từ Pháp với sự biến tấu địa phương của Việt Nam. Nhưng việc lạm dụng bột ngọt trong bữa ăn khiến chúng tôi rất đau đầu và cho rằng chúng tôi sẽ không bao giờ đặt chân đến nhà hàng này nữa. Đồ ăn và dịch vụ ở Duong tốt hơn rất nhiều.",0,0,2,2,0,0,"{nha_hang#negative}, {an_uong#negative}",nhà_hàng toát lên vẻ đẹp mộc_mạc của châu_âu đặc_biệt là trong những tháng lạnh hơn thức_ăn được lấy cảm_hứng từ_pháp với sự biến tấu địa_phương của việt_nam nhưng việc lạm_dụng bột_ngọt trong bữa ăn khiến chúng_tôi rất đau_đầu và cho rằng chúng_tôi sẽ không bao_giờ đặt_chân đến nhà_hàng này nữa đồ_ăn và dịch_vụ ở duong tốt hơn rất nhiều
187,187,"Có rặn san hô đẹp, Nước biển trong xanh, ngồi thuyền bè thưởng thức đồ biển rất tuyệt, giá ra hòn khô cũng vừa pải với một nơi du lích. Có điều là phòng thay đồ rất ít và ko có nước ngọt tắm lại
",5,3,0,0,0,0,"{giai_tri#very_positive}, {luu_tru#neutral}",có rặn san_hô đẹp nước_biển trong xanh ngồi thuyền_bè thưởng_thức đồ biển rất tuyệt giá ra hòn khô cũng vừa pải với một nơi du lích có_điều là phòng thay đồ rất ít và ko có nước_ngọt tắm lại
188,188,"Địa điểm đẹp, không khí tốt, thức ăn ngon, vài giờ chúng tôi ở đó, uống bia và ăn một số món ăn ngon",0,0,0,5,0,0,{an_uong#very_positive},địa_điểm đẹp không_khí tốt thức_ăn ngon vài giờ chúng_tôi ở đó uống bia và ăn một_số món ăn ngon
189,189,"Tôi không hiểu nhân viên ở quy nhơn kiểu gì khách hàng vào thấy cũng làm ngơ chẳn ai chào hỏi tiếp đón không bằng thế giới di động. Để khách đợi chờ không ai tới hỏi. Chỉ mạnh ai nấy làm việc. Thật tệ cho các nhân viên ở NguyenKim Quy nhơn
",0,0,0,0,0,2,{mua_sam#negative},tôi không hiểu nhân_viên ở quy nhơn kiểu gì khách_hàng vào thấy cũng làm_ngơ chẳn ai chào_hỏi tiếp_đón không bằng thế_giới di_động để khách đợi_chờ không ai tới hỏi chỉ mạnh ai nấy làm_việc thật tệ cho các nhân_viên ở nguyenkim quy nhơn
190,190,"Món này mình ăn ở nhiều nơi r. Nhưng ở QN hình như chỉ có 1 chỗ ở Diên Hồng và chỗ này bán. Đúng như tên gọi, chủ đạo món bánh canh này chính là “Cá dầm”, trong 1 tô bánh canh sẽ có 2 thứ chính, đó là sợi bánh canh do chủ quán tự làm, sợi nhỏ, dai nhẹ, k hề bở; thứ hai đó là thịt cá đã được bóc ra, k hề có xương nha mn. Ngoài ra, trong tô còn có chả cá thái lát, chả viên và trứng cút. Đặc biệt là 1 tô nhiều thứ, vừa bụng như vậy nhưng chỉ 15k thôi nha.",0,0,0,5,0,0,{an_uong#very_positive},món này mình ăn_ở nhiều nơi r nhưng ở qn hình_như chỉ có 1 chỗ ở diên hồng và chỗ này bán đúng như tên gọi chủ_đạo món bánh_canh này chính là cá dầm trong 1 tô bánh_canh sẽ có 2 thứ chính đó là sợi bánh_canh do chủ quán tự làm sợi nhỏ dai nhẹ k hề bở thứ hai đó là thịt cá đã được bóc ra k hề có xương nha mn ngoài_ra trong tô còn có chả cá thái lát chả viên và trứng cút đặc_biệt là 1 tô nhiều thứ vừa bụng như_vậy nhưng chỉ 15k thôi nha
191,191,"Diện tích rộng, đa dạng cây cối thực vật hoa cỏ,... Đa dạng các thể loại trò chơi cho thiếu nhi như đu quay lớn, tàu lượn siêu tốc, câu cá, xe điện đụng,đu quay ngựa,... Giá cả phải chăng",5,0,0,0,0,0,{giai_tri#very_positive},diện_tích rộng đa_dạng cây_cối thực_vật hoa cỏ đa_dạng các thể_loại trò_chơi cho thiếu_nhi như đu_quay lớn tàu lượn siêu_tốc câu cá xe_điện đụngđu quay ngựa giá_cả phải_chăng
192,192,"Chú cho thuê xe cực kì dễ thương, xe mới mà giá cả vô cùng hợp lý. Khi cần sẽ đặt thuê xe của chú lần nữa.",0,0,0,0,5,0,{di_chuyen#very_positive},chú cho thuê xe cực_kì dễ_thương xe mới mà giá_cả vô_cùng hợp_lý khi cần sẽ đặt thuê xe của chú lần nữa
193,193,"Giao thông thuận tiện, tôi đậu chiếc xe đạp gần đó trong bãi đậu xe và ngồi trên chiếc xe kỳ diệu này của công nghệ Liên Xô. 
Chúng tôi đi bộ 1,5 giờ đến Vũng Tàu (mặc dù đã khai báo một giờ) và quay lại cùng giờ. Máy lạnh hoạt động tốt, không may ghế không ngả được như trên máy bay. Đi xe nhẹ nhàng, êm ái, liên lạc di động hoạt động gần như dọc theo toàn bộ tuyến đường.",0,0,0,0,4,0,{di_chuyen#positive},giao_thông thuận_tiện tôi đậu chiếc xe_đạp gần đó trong bãi đậu xe và ngồi trên chiếc xe kỳ_diệu này của công_nghệ liên xô chúng_tôi đi bộ 15 giờ đến vũng_tàu mặc_dù đã khai_báo một giờ và quay lại cùng giờ máy_lạnh hoạt_động tốt không may ghế không ngả được như trên máy_bay đi xe nhẹ_nhàng êm_ái liên_lạc di_động hoạt_động gần như dọc theo toàn_bộ tuyến đường
194,194,Trời mát ngồi ngoài trời ở Refinery thật sự chill. Ở đây không quá đông. Món Pháp thì phải nói là ngon tới bất ngờ. Kiểu là làm gia vị và thịt ngon lắm ấy. Xong uống chút vang nữa.,5,0,0,5,0,0,"{giai_tri#very_positive}, {an_uong#very_positive}",trời mát ngồi ngoài_trời ở refinery thật_sự chill ở đây không quá đông món pháp thì phải nói là ngon tới bất_ngờ kiểu là làm gia_vị và thịt ngon lắm ấy xong uống chút vang nữa
195,195,"Thủ tục thuê đơn giản, nhanh chóng. Xe rửa sạch sẽ trước khi giao. Vô cùng chu đáo, sẽ tiếp tục thuê vào lần sau
",0,0,0,0,5,0,{di_chuyen#very_positive},thủ_tục thuê đơn_giản nhanh_chóng xe rửa sạch_sẽ trước khi giao vô_cùng chu_đáo sẽ tiếp_tục thuê vào lần sau
196,196,"Đẹp, sạch sẻ ,vị trí đắc địa rất tiếc chưa khai thác hết tiềm năng
",0,4,0,0,0,0,{luu_tru#positive},đẹp sạch sẻ vị_trí đắc_địa rất tiếc chưa khai_thác hết tiềm_năng
197,197,"Vị trí tiện lợi, gần các khu ăn uống vui chơi.",0,4,0,0,0,0,{luu_tru#positive},vị_trí tiện_lợi gần các khu ăn_uống vui_chơi
198,198,"Không có nhà hàng hải sản số 2 trên TripAdvisor, đi taxi về đây ăn tối tối qua! Oder hai hàu nấu ăn bằng tỏi, đây là một trong số đó, (hình 1) nghĩ rằng màu sắc là màu xanh lá cây, yêu cầu các nhân viên, họ nói không có vấn đề! Khoảng 2 giờ sáng, cơn đau không chịu nổi của tôi, khoảng 3 giờ sáng - 4 giờ sáng, tôi bị nôn và tiêu chảy ít hơn 7 lần trong 1 giờ, cơ thể cảm thấy lạnh và nóng. . không thể tưởng tượng được những gì tôi đã trải qua đêm qua! Phải gọi TAXI đến bệnh viện lúc 4:30 sáng! ! ! Cái quái gì thế ! Một con hàu tiêu diệt tất cả kỳ nghỉ của tôi, ngay bây giờ, chính xác 1: 04 giờ chiều tôi vẫn đang ở trong bệnh viện được điều trị! ! ! Hy vọng nhà hàng cho tôi câu trả lời! ! !",0,0,1,0,0,0,{nha_hang#very_negative},không có nhà_hàng hải_sản số 2 trên tripadvisor đi taxi về đây ăn tối tối_qua oder hai hàu nấu_ăn bằng tỏi đây là một trong số đó hình 1 nghĩ rằng màu_sắc là màu xanh lá cây yêu_cầu các nhân_viên họ nói không có vấn_đề khoảng 2 giờ sáng cơn đau không chịu nổi của tôi khoảng 3 giờ sáng 4 giờ sáng tôi bị nôn và tiêu_chảy ít hơn 7 lần trong 1 giờ cơ_thể cảm_thấy lạnh và nóng không_thể tưởng_tượng được những gì tôi đã trải qua đêm qua phải gọi taxi đến bệnh_viện lúc 430 sáng cái quái gì thế một con hàu tiêu_diệt tất_cả kỳ nghỉ của tôi ngay bây_giờ chính_xác 1 04 giờ chiều tôi vẫn đang ở trong bệnh_viện được điều_trị hy_vọng nhà_hàng cho tôi câu trả_lời
199,199,Thiếu giá treo quần áo nên đồ đang dùng ko có chỗ treo móc,0,2,0,0,0,0,{luu_tru#negative},thiếu giá treo quần_áo nên đồ đang dùng ko có chỗ treo móc
200,200,"Nhân viên bảo vệ ảo tưởng sức mạnh nghĩ khách hàng thích mình rồi lại nháy mắt đưa tình các kiểu
""Sao 2 em chạy vậy,bộ say anh hả""
Nhân viên thật là ải chỉa:)) đừng để tui gặp lại nữa tui mà gặp nữa tui ỉa pẹc pẹc banh cái siêu thị =))))😏pủm pủm ỉa tám đống 💩💩💩💩💩💩💩",0,0,0,0,0,1,{mua_sam#very_negative},nhân_viên bảo_vệ ảo_tưởng sức_mạnh nghĩ khách_hàng thích mình rồi lại nháy_mắt đưa_tình các kiểu sao 2 em chạy vậybộ say anh hả nhân_viên thật là ải chỉa đừng để tui gặp lại nữa tui mà gặp nữa tui ỉa pẹc pẹc banh cái siêu_thị smirking facepủm pủm ỉa tám đống pile of poo pile of poo pile of poo pile of poo pile of poo pile of poo pile of poo
201,201,"Sau khi check out có thể gửi hành lý để tiếp tục chụp hình,đi ngắm hoa và sử dụng các dịch vụ trong lúc chờ tới giờ ra sân bay",0,4,0,0,0,0,{luu_tru#positive},sau khi check out có_thể gửi hành_lý để tiếp_tục chụp hìnhđi ngắm hoa và sử_dụng các dịch_vụ trong lúc chờ tới giờ ra sân_bay
202,202,Vị trí gần biển nhưng do khách sạn nằm trong ngõ nên view biển căn góc không thực sự đẹp như trong hình,0,2,0,0,0,0,{luu_tru#negative},vị_trí gần biển nhưng do khách_sạn nằm trong ngõ nên view biển căn góc không thực_sự đẹp như trong hình
203,203,"Khách sạn 3 sao nhưng với em đây là 5 sao . Quả thật nhân viên ok tận tân tốt tính nhiệt tình . Đặc biệt em cám ơn anh Thanh lễ tân vì những câu chuyện ở Sài Gòn và hi vọng em sẽ dc gặp anh tại nơi anh coi là quê hương thứ 2 .
",0,5,0,0,0,0,{luu_tru#very_positive},khách_sạn 3 sao nhưng với em đây là 5 sao quả_thật nhân_viên ok tận tân_tốt_tính nhiệt_tình đặc_biệt em cám_ơn anh thanh lễ_tân vì những câu_chuyện ở sài_gòn và hi_vọng em sẽ dc gặp anh tại nơi anh coi là quê_hương thứ 2
204,204,"Siêu thị Big c... Bán đủ đồ.. Người làm việc.. Đuổi hết là vừa.. Mất lịch sự.. Làm việc không tận tình.. Khách hàng là.. Rác.. Sẽ không bao giờ trở lại...
",0,0,0,0,0,1,{mua_sam#very_negative},siêu_thị big c bán đủ đồ người làm_việc đuổi hết là vừa mất lịch_sự làm_việc không tận_tình khách_hàng là rác sẽ không bao_giờ trở_lại
205,205,"Cảnh giác với nhân viên quán đội lốt hướng dẫn viên. Với giá 450k/tour , họ chỉ mua vé giúp và dẫn đến quán cơm họ thôi. Nên tự túc đến kì co mà ko thông qua họ, đi kì co rất dễ dàng.",0,0,0,0,0,0,{mua_sam#very_negative},cảnh_giác với nhân_viên quán đội_lốt hướng_dẫn_viên với giá 450ktour họ chỉ mua vé giúp và dẫn đến quán cơm họ thôi nên tự_túc đến kì co mà ko thông_qua họ đi kì co rất dễ_dàng
206,206,"Quán này ở ngay ngã tư trần phú nên dễ tìm. Giá cả hợp lí, tết phụ thu có 8k/ly thôi, có cả bán bánh ngọt kèm theo mà mình chưa thử. Chiều mình đi cũng đông mad buổi tối thì khách đông lắm. Không gian khá rộng, nhiều tầng, nhiều góc dễ thương thích hợp để sống ảo . hôm mình đi có cây đào nhìn đẹp lắm mà không có chỗ chụp. Nước uống không ngon mấy, nhất là latte tiramisu, ngọt lắm luôn. Nhân viên thân thiện, khá nhiệt tình.",0,0,0,3,0,0,{an_uong#neutral},quán này ở ngay ngã tư trần phú nên dễ tìm giá_cả hợp_lí tết phụ_thu có 8kly thôi có cả bán bánh ngọt kèm theo mà mình chưa thử chiều mình đi cũng đông mad buổi tối thì khách đông lắm không_gian khá rộng nhiều tầng nhiều góc dễ_thương thích_hợp để sống ảo hôm mình đi có cây đào nhìn đẹp lắm mà không có chỗ chụp nước uống không ngon mấy nhất_là latte tiramisu ngọt lắm luôn nhân_viên thân_thiện khá nhiệt_tình
207,207,"Quán trang trí cực dễ thương luôn. Tông vàng chủ đạo. Kem có rất nhiều vị cho thực khách lựa chọn. Mình thấy kem chuối và socola khá ngon. Lần gần đây nhất mình quay lại quán có ra thêm mấy vị kem mới, khá là tuyệt. Nhân viên khá thân thiện, tư vấn mỗi loại như thế nào. Còn có rất nhiều đồ ăn kèm khác như socola chip, bánh gấu, thạch....ăn kèm với kem là hết sảy Các món bánh ăn kèm ở đây cũng rất ngon. Kêu mỗi thứ một loại là cả bọn có thể ăn no nê. Một quán kem rất đáng thử cho những ai muốn du lịch đến thành phố Quy Nhơn.",0,0,0,5,0,0,{an_uong#very_positive},quán trang_trí cực dễ_thương luôn tông vàng chủ_đạo kem có rất nhiều vị cho thực_khách lựa_chọn mình thấy kem chuối và socola khá ngon lần gần đây nhất mình quay lại quán có ra thêm mấy vị kem mới khá là tuyệt nhân_viên khá thân_thiện tư_vấn mỗi loại như_thế_nào còn có rất nhiều đồ_ăn kèm khác như socola chip bánh gấu thạchăn kèm với kem là hết_sảy các món bánh ăn kèm ở đây cũng rất ngon kêu mỗi thứ một loại là cả bọn có_thể ăn no_nê một quán kem rất đáng thử cho những_ai muốn du_lịch đến thành_phố quy nhơn
208,208,"Nhân viên quầy làm thủ tục không biết đọc tờ giấy f0, làm khó dễ khách hàng
",0,0,0,0,2,0,{di_chuyen#negative},nhân_viên quầy làm thủ_tục không biết đọc tờ giấy f0 làm khó_dễ khách_hàng
209,209,"Hôm nay viết RV cho quán mà thấy thèm ăn quá 👍👍 nhất định tối nay phải đi ăn mới được . Quán bán ở vỉa hè , nhỏ nhắn , bàn ghế bé bé xinh xinh . Không gian mát mẻ và nhìn chung sạch sẽ . Menu không nhiều món lắm nhưng món nào cũng ngon . Giá cả rẻ tầm 15k trở lên . Nhân viên phục vụ món ra hơi chậm , đợi lâu . Nhưng đợi để được ăn ngon thì cũng đáng ☺️☺️ luôn ủng hộ quán",0,0,0,4,0,0,{an_uong#positive},hôm_nay viết rv cho quán mà thấy thèm ăn quá thumbs up thumbs up nhất_định tối nay phải đi ăn mới được quán bán ở vỉa_hè nhỏ_nhắn bàn_ghế bé bé xinh_xinh không_gian mát_mẻ và nhìn_chung sạch_sẽ menu không nhiều món lắm nhưng món nào cũng ngon giá_cả rẻ tầm 15k trở lên nhân_viên phục_vụ món ra hơi chậm đợi lâu nhưng đợi để được ăn ngon thì cũng đáng smiling face smiling face luôn ủng_hộ quán
210,210,"Biết được quan này qua foodyquynhon, lâu lâu về Bình Định nên ghé uống thử. Đầu tiên là không gian quán khá là oke, mình rất thích bàn ghế sắt bên ngoài, nhìn đẹp và dễ thương sao í!! ^.^"" Mình vào bên trong và chọn ngồi trên ghế nệm. Không gian bên trong khá oke chỉ có lúc order đợi hơi lâu. Mình vào lúc vắng khách nhưng nhân viên không biết làm gì một lúc sau mới cho mình order r lại đợi cả quãn thời gian làm đồ uống. Chắc tại mình vội nên mình hơi không hài lòng lắm về khoảng này. Nhưng đồ uống ngon. Giá cũng vừa phải!!! Nói chung sẽ còn quay lại !!!",0,0,0,4,0,0,{an_uong#positive},biết được quan này qua foodyquynhon lâu_lâu về bình_định nên ghé uống thử đầu_tiên là không_gian quán khá là oke mình rất thích bàn_ghế sắt bên ngoài nhìn đẹp và dễ_thương sao í mình vào bên trong và chọn ngồi trên ghế nệm không_gian bên trong khá oke chỉ có lúc order đợi hơi lâu mình vào lúc vắng khách nhưng nhân_viên không biết làm gì một lúc sau mới cho mình order r lại đợi cả quãn thời_gian làm đồ uống chắc tại mình vội nên mình hơi không hài_lòng lắm về khoảng này nhưng đồ uống ngon giá cũng vừa_phải nói_chung sẽ còn quay lại
211,211,"Nơi tuyệt đẹp để ngắm thành phố Quy Nhơn nhất là chiều tối
",5,0,0,0,0,0,{giai_tri#very_positive},nơi tuyệt đẹp để ngắm thành_phố quy nhơn nhất_là chiều_tối
212,212,"Khách sạn sạch sẽ, giá cả phù hợp với một Thành phố Du lịch biển đang rất hot hiện tại. Sân thượng của khách sạn có thể ngắm bình minh và hoàng hôn rất đẹp. Sáng mình chỉ mất 5 phút là có thể ra được tới biển, tối thì đi bộ 3 phút tới quán Acoustic dành cho khách Tây cũng thú vị. Chủ khách sạn còn rất nhiệt tình chỉ chỗ ăn uống, vui chơi tại Quy Nhơn. Có dịp quay lại mình cũng sẽ ghé nơi này và giới thiệu bạn bè
",0,5,0,0,0,0,{luu_tru#very_positive},khách_sạn sạch_sẽ giá_cả phù_hợp với một thành_phố du_lịch biển đang rất hot hiện_tại sân_thượng của khách_sạn có_thể ngắm bình_minh và hoàng_hôn rất đẹp sáng mình chỉ mất 5 phút là có_thể ra được tới biển tối thì đi bộ 3 phút tới quán acoustic dành cho khách tây cũng thú_vị chủ khách_sạn còn rất nhiệt_tình chỉ chỗ ăn_uống vui_chơi tại quy nhơn có dịp quay lại mình cũng sẽ ghé nơi này và giới_thiệu bạn_bè
213,213,Bán rất nhiều đồ đặc sản kg chỉ của Bình định mà cả các tỉnh khác.,0,0,0,0,0,5,{mua_sam#very_positive},bán rất nhiều đồ đặc_sản kg chỉ của bình_định mà cả các tỉnh khác
214,214,"Khách sạn mới, sạch sẽ, ở vị trí thuận lợi. Nhân viên lễ tân và phục rất nhiệt tình. Mình rất thích cách trang trí phòng, đẹp mắt, đầy đủ tiện nghi.",0,5,0,0,0,0,{luu_tru#very_positive},khách_sạn mới sạch_sẽ ở vị_trí thuận_lợi nhân_viên lễ_tân và phục rất nhiệt_tình mình rất thích cách trang_trí phòng đẹp_mắt đầy_đủ tiện_nghi
215,215,"Không có chổ để xe hơi, cấm hút thuốc trong phòng, máy lạnh không mát",0,2,0,0,0,0,{luu_tru#negative},không có chổ để xe_hơi cấm hút thuốc trong phòng máy_lạnh không mát
216,216,Lựa chọn rẻ nhất từ ​​sân bay về trung tâm thành phố / Bến Thành. Chỉ 5k VNĐ.,0,0,0,0,0,0,{luu_tru#negative},lựa_chọn rẻ nhất từ sân_bay về trung_tâm thành_phố bến_thành chỉ 5k vnđ
217,217,Tổng thể rất kém! Nhà hàng yên tĩnh bẩn thỉu và đồ ăn chỉ ở mức trung bình. Tôi sẽ không quay lại đâu. Con lợn đói là lựa chọn tốt hơn cho bữa sáng kiểu Anh ngon miệng !!,0,0,1,0,0,0,{nha_hang#very_negative},tổng_thể rất kém nhà_hàng yên_tĩnh bẩn_thỉu và đồ_ăn chỉ ở mức trung_bình tôi sẽ không quay lại đâu con lợn đói là lựa_chọn tốt hơn cho bữa sáng kiểu anh ngon_miệng
218,218,"Mình rất thích cách phục vụ ở nhà hàng Hoàng Thao, sạch sẽ, thoáng mát và phục vụ nhanh, đồ ăn tươi ngon mà giá lại mềm nữa.",0,0,5,5,0,0,"{nha_hang#very_positive}, {an_uong#very_positive}",mình rất thích cách phục_vụ ở nhà_hàng hoàng thao sạch_sẽ thoáng mát và phục_vụ nhanh đồ_ăn tươi ngon mà giá lại mềm nữa
219,219,"Lễ tân phục vụ nhiệt tình, phòng sạch sẽ, thoáng mát, gần trung tâm và quầy thuốc tây nên rất tiện cho khách khi cần.",0,5,0,0,0,0,{luu_tru#very_positive},lễ_tân phục_vụ nhiệt_tình phòng sạch_sẽ thoáng mát gần trung_tâm và quầy thuốc_tây nên rất tiện cho khách khi cần
220,220,"Quán có không gian rộng rãi và thoáng mát mà không có trang trí gì nhiều, quán bán rất nhiều đồ ăn vặt ngon và rẻ, có cả điểm tâm nữa nhé... nên bạn có thể dùng điểm tâm ngay tại quán mà không phải đi chi xa, quán có rất nhiều món ngon và đồ uống cực kì đặc biệt mà ko có quán nào có được, giá cả hợp túi tiền các bạn học sinh sinh viên, nằm ở số 29 đường nguyễn nhạc là nơi tập trung các bạn sinh viên sinh sống ở đây nên cũng là 1 cái lợi cho quán... các bạn mau mau tới ủng hộ đặc biệt là chị chủ ở đây dễ thương cực luôn nha...",0,0,0,5,0,0,{an_uong#very_positive},quán có không_gian rộng_rãi và thoáng mát mà không có trang_trí gì nhiều quán bán rất nhiều đồ_ăn vặt ngon và rẻ có cả điểm_tâm nữa nhé nên bạn có_thể dùng điểm_tâm ngay tại quán mà không phải đi chi xa quán có rất nhiều món ngon và đồ uống cực_kì đặc_biệt mà ko có quán nào có được giá cả hợp túi_tiền các bạn học_sinh sinh_viên nằm ở số 29 đường nguyễn_nhạc là nơi tập_trung các bạn sinh_viên sinh_sống ở đây nên cũng là 1 cái lợi cho quán các bạn mau mau tới ủng_hộ đặc_biệt là chị chủ ở đây dễ_thương cực luôn nha
221,221,"Người lái xe đã đúng giờ. Rất hiệu quả và xe còn mới, đẹp và sạch sẽ. Sẽ giới thiệu dịch vụ này cho gia đình và bạn bè của tôi",0,0,0,0,5,0,{di_chuyen#very_positive},người lái_xe đã đúng giờ rất hiệu_quả và xe còn mới đẹp và sạch_sẽ sẽ giới_thiệu dịch_vụ này cho gia_đình và bạn_bè của tôi
222,222,"Chuyến thăm chợ buổi sáng rất ổn và người hướng dẫn, trong khi rất thân thiện và dễ mến, chỉ đưa chúng tôi đi quanh chợ và chỉ ra 
những thứ như ""đó là thì là, đó là cam địa phương, đó là sản phẩm hữu cơ, đó là chuột nướng"". Chuyến đi đến ngôi làng của người Hmong cũng ở mức trung bình, nhưng bạn có khá nhiều túi, ví và những thứ bạn có thể mua từ ngôi làng địa phương với những đứa trẻ trang điểm bán chúng. Tôi không nghĩ rằng dân làng thực sự sống ở đó. Chúng tôi bỏ qua ngôi làng thứ 2 vì nó sẽ là một nhà máy chưng cất rượu whisky. Thác nước kuang si rất đẹp, nhưng thành thật mà nói bạn có thể đi mà không cần hướng dẫn viên vì nó khá đơn giản và có biển chỉ dẫn. Khu bảo tồn gấu cũng nằm trong thác. Ăn trưa ở một nhà hàng địa phương bên ngoài thác khá tốt; chúng tôi đã đặt các món ăn theo ý thích của chúng tôi, và đồ uống được tính phí riêng. Đó là một trải nghiệm tốt, chỉ không chắc liệu nó có đáng giá 170 USD cho 2 người cho một chuyến du lịch riêng hay không. Nếu tôi muốn làm điều đó một lần nữa, tôi chỉ thuê một tài xế riêng, đi chợ buổi sáng nếu bạn thấy hứng thú và đi thẳng đến thác nước.",5,0,0,0,0,0,{giai_tri#very_positive},chuyến thăm chợ buổi sáng rất ổn và người hướng_dẫn trong khi rất thân_thiện và dễ mến chỉ đưa chúng_tôi đi quanh chợ và chỉ ra những thứ như đó là thì là đó là cam địa_phương đó là sản_phẩm hữu_cơ đó là chuột nướng chuyến đi đến ngôi làng của người hmong cũng ở mức trung_bình nhưng bạn có khá nhiều túi ví và những thứ bạn có_thể mua từ ngôi làng địa_phương với những đứa trẻ trang_điểm bán chúng_tôi không nghĩ rằng dân_làng thực_sự sống ở đó chúng_tôi bỏ_qua ngôi làng thứ 2 vì nó sẽ là một nhà_máy chưng_cất rượu whisky thác nước kuang si rất đẹp nhưng thành_thật mà nói bạn có_thể đi mà không cần hướng_dẫn_viên vì nó khá đơn_giản và có biển chỉ_dẫn khu bảo_tồn gấu cũng nằm trong thác ăn trưa ở một nhà_hàng địa_phương bên ngoài thác khá tốt chúng_tôi đã đặt các món ăn_theo ý thích của chúng_tôi và đồ uống được tính phí riêng đó là một trải_nghiệm tốt chỉ không chắc liệu nó có đáng_giá 170 usd cho 2 người cho một chuyến du_lịch riêng hay không nếu tôi muốn làm điều đó một lần nữa tôi chỉ thuê một tài_xế riêng đi chợ buổi sáng nếu bạn thấy hứng_thú và đi thẳng đến thác nước
223,223,Từ nhân viên đến bạn quản lý ai đều rất thân thiện. Phòng ốc sạch sẽ xứng đáng với số tiền bỏ ra. Sẽ giới thiệu bạn bè đến nơi này nghỉ dưỡng ,0,4,0,0,0,0,{luu_tru#positive},từ nhân_viên đến bạn quản_lý ai đều rất thân_thiện phòng_ốc sạch_sẽ xứng_đáng với số tiền bỏ ra sẽ giới_thiệu bạn_bè đến_nơi này nghỉ_dưỡng
224,224,"Thật ra quán này rất nổi tiếng,nhưng mỗi năm mình chỉ dám đến một lần,vì giá cả hơi đắt,nên chỉ dành cho khách du lịch với có lẽ người thuộc tầm trung trở lên, quán đầu tư trang trí và view rất nhiều, buổi tối là không gian lung linh hết cả một góc trời,vô cùng rộng vì nó trải dài theo bờ biển Quy Nhơn thích hợp để hẹn hò thì lãng mạn không tả nổi luôn, không ngồi một lần thì cũng hơi phí thanh xuân, nước uống thì bình thường như những quán khác,không có gì đặc biệt, đồ uống cũng trang trí không có đẹp mắt.",0,0,0,4,0,0,{an_uong#positive},thật_ra quán này rất nổi tiếngnhưng mỗi năm mình chỉ dám đến một lầnvì giá_cả hơi đắtnên chỉ dành cho khách du_lịch với có_lẽ người thuộc tầm trung trở lên quán đầu_tư trang_trí và view rất nhiều buổi tối là không_gian lung_linh hết cả một góc trờivô cùng rộng vì nó trải dài theo bờ biển quy nhơn thích_hợp để hẹn_hò thì lãng_mạn không tả nổi luôn không ngồi một lần thì cũng hơi phí thanh_xuân nước uống thì bình_thường như những quán kháckhông có gì đặc_biệt đồ uống cũng trang_trí không có đẹp_mắt
225,225,"Ăn cả Kim Đình cả Ý Na, và đưa ra kết luận là Ý Na ngon hơn nhé các bạn (trên đg Phan Bội Châu). Quả ở Kim Đình không được đều, thỉnh thoảng trộn lẫn quả dập vs không chín vô ^^ trong này sinh tố nhưng ăn kiểu giống hoa quả dầm hơn là sinh tố, dầm sữa đặc, muốn ăn quả gì thì gọi. Rẻ hơn ngoài Hà Nội (dĩ nhiên) hehe",0,0,0,5,0,0,{an_uong#very_positive},ăn cả kim đình cả ý na và đưa ra kết_luận là ý na ngon hơn nhé các bạn trên đg phan bội châu quả ở kim đình không được đều thỉnh_thoảng trộn lẫn quả dập vs không chín vô trong này sinh_tố nhưng ăn kiểu giống hoa_quả dầm hơn là sinh_tố dầm sữa đặc muốn ăn quả gì thì gọi rẻ hơn ngoài hà_nội dĩ_nhiên hehe
226,226,"Lần trước di thấy ok nhưng lần đến Qui Nhơn ghé lần nữa thì thất vọng hẳn - Nhân viên phịc vụ chậm chạp , kêu món ăn xong dọn được vài món thì ngưng luôn , để ngồi ngó nhau chơi, nhắc hai ba lần mới bưng tiếp lên 1 món rồi lại ngưng - Thắc mắc thì trả treo, nói 1 tiếng cãi 1 tiếng ( nhân viên nam tròn tròn ) - Bực bội gì đâu - Thái dfooj phục vụ như vậy thì chả bao giờ ghé nữa",0,0,0,1,0,0,{an_uong#very_negative},lần trước di thấy ok nhưng lần đến qui_nhơn ghé lần nữa thì thất_vọng hẳn nhân_viên phịc vụ chậm_chạp kêu món ăn xong dọn được vài món thì ngưng luôn để ngồi ngó nhau chơi nhắc hai ba lần mới bưng tiếp lên 1 món rồi lại ngưng thắc_mắc thì trả_treo nói 1 tiếng cãi 1 tiếng nhân_viên nam tròn tròn bực_bội gì đâu thái dfooj phục_vụ như_vậy thì chả bao_giờ ghé nữa
